"S","2024-08-31","2025-01-21","249900","245000",716.00,1.00,1.00,"Apartment","8710","Horton","Road","SW","503"
"S","2024-08-28","2025-01-22","344900","330500",884.00,2.00,1.00,"Apartment","540","18th","Avenue","SW","212"
"S","2024-09-05","2024-12-27","330000","315000",501.00,1.00,1.00,"Apartment","1188","3","Street","SE","2305"
"S","2024-09-05","2025-01-30","450000","450000",766.00,2.00,2.00,"Apartment","1188","3","Street","SE","3004"
"S","2024-08-27","2024-11-21","279999","270000",879.00,2.00,2.00,"Apartment","333","Taravista","Drive","NE","2114"
"S","2024-08-29","2024-12-10","389900","375000",1178.00,2.00,2.00,"Apartment","4554","Valiant","Drive","NW","806"
"S","2024-08-28","2024-12-11","379990","365000",1052.00,2.00,2.00,"Apartment","8","Country Village","Bay","NE","205"
"S","2024-08-29","2024-12-18","379999","371000",878.00,2.00,2.00,"Apartment","3727","SageHill","Drive","NW","3202"
"S","2025-05-15","2025-07-13","324900","306000",802.00,2.00,2.00,"Apartment","11","Millrise","Drive","SW","333"
"S","2024-08-30","2024-12-14","259900","247500",865.00,2.00,1.00,"Apartment","2218","30","Street","SW","308"
"S","2024-08-30","2025-01-19","290000","270000",638.00,2.00,1.00,"Apartment","215","Legacy","Boulevard","SE","2215"
"S","2024-09-04","2025-01-23","537688","515000",1064.00,2.00,2.00,"Apartment","527","15","Avenue","SW","101"
"S","2024-09-02","2024-12-08","385000","368000",856.00,2.00,2.00,"Apartment","3727","Sage Hill","Drive","NW","1108"
"S","2024-09-17","2024-12-23","239900","231000",564.00,1.00,1.00,"Apartment","1111","6","Avenue","SW","311"
"S","2024-09-04","2024-12-17","299900","274300",545.00,1.00,1.00,"Apartment","1020","9","Avenue","SE","208"
"S","2024-12-10","2025-01-04","558000","573000",1490.00,2.00,2.00,"Apartment","24","Hemlock","Crescent","SW","1208"
"S","2024-09-04","2025-01-28","355000","335000",700.00,2.00,2.00,"Apartment","200","Seton","Circle","SE","5212"
"S","2024-09-06","2024-12-09","399900","380000",1106.00,2.00,2.00,"Apartment","2144","Paliswood","Road","SW","119"
"S","2024-11-28","2024-12-17","319000","319000",942.00,2.00,1.00,"Apartment","429","14","Street","NW","711"
"S","2024-09-03","2024-12-10","237500","225000",875.00,2.00,1.00,"Apartment","924","14","Avenue","SW","1603"
"S","2024-09-04","2024-12-04","459900","450000",1357.00,2.00,2.00,"Apartment","6868","Sierra Morena","Boulevard","SW","120"
"S","2024-09-05","2024-12-01","389900","365000",1041.00,2.00,2.00,"Apartment","681","Savanna","Boulevard","NE","2301"
"S","2024-09-05","2024-12-17","309999","305000",838.00,2.00,2.00,"Apartment","17","Country Village","Bay","NE","1405"
"S","2024-09-06","2024-12-03","1199000","1160000",2656.00,3.00,2.00,"Apartment","683","10","Street","SW","2102"
"S","2024-09-16","2025-01-08","364900","349050",662.00,2.00,1.00,"Apartment","135","13","Avenue","SW","707"
"S","2024-09-05","2024-12-23","344900","343000",732.00,2.00,2.00,"Apartment","25","Auburn Meadows","Avenue","SE","404"
"S","2024-09-05","2024-11-22","390000","375000",896.00,2.00,2.00,"Apartment","15","Aspenmont","Heights","SW","101"
"S","2024-09-07","2024-12-05","236500","226500",560.00,1.00,1.00,"Apartment","17","Country Village","Bay","NE","1407"
"S","2024-09-06","2024-12-19","324900","317000",1188.00,2.00,2.00,"Apartment","518","18","Avenue","SW","1"
"S","2024-09-16","2025-01-31","1100000","1100000",1735.00,2.00,3.00,"Apartment","1188","3","Street","SE","3802"
"S","2024-09-06","2025-03-12","869900","855000",1181.00,2.00,3.00,"Apartment","128","Waterfront","Court","SW","103"
"S","2024-09-08","2024-12-04","389900","373000",973.00,2.00,2.00,"Apartment","7451","Springbank","Boulevard","SW","1106"
"S","2024-09-10","2024-11-22","234900","230000",573.00,1.00,1.00,"Apartment","155","Skyview Ranch","Way","NE","3110"
"S","2024-09-09","2024-12-21","215000","200000",630.00,1.00,1.00,"Apartment","5204","Dalton","Drive","NW","906"
"S","2024-09-06","2025-01-10","1499900","1450000",2478.00,3.00,3.00,"Apartment","828","Memorial","Drive","NW","201"
"S","2024-09-07","2024-12-16","998000","965000",1003.00,2.00,2.00,"Apartment","738","1","Avenue","SW","1005"
"S","2024-09-07","2024-11-25","355000","346500",837.00,2.00,2.00,"Apartment","26","Val Gardena","View","SW","523"
"S","2024-09-06","2025-03-30","1850000","1725000",2442.40,3.00,4.00,"Apartment","88","Waterfront","Mews","SW","202"
"S","2024-09-06","2025-02-14","259000","254800",720.00,1.00,1.00,"Apartment","3000","Sienna Park","Green","SW","3118"
"S","2024-12-03","2024-12-15","259900","248000",564.00,1.00,1.00,"Apartment","2395","Eversyde","Avenue","SW","1210"
"S","2024-09-07","2024-12-02","429900","425000",1033.00,2.00,2.00,"Apartment","25","Walgrove","Walk","SE","108"
"S","2024-09-08","2025-01-04","236900","230000",881.00,2.00,1.00,"Apartment","9800","Horton","Road","SW","1003"
"S","2024-09-14","2024-12-14","259900","249000",542.00,1.00,1.00,"Apartment","350","Livingston","Common","NE","2207"
"S","2024-09-09","2025-01-02","299900","280000",919.00,2.00,2.00,"Apartment","155","Skyview Ranch","Way","NE","6406"
"S","2024-09-09","2024-11-24","310000","310000",817.00,2.00,2.00,"Apartment","302","Skyview Ranch","Drive","NE","3408"
"S","2024-09-10","2025-01-24","289000","270000",617.00,1.00,1.00,"Apartment","1111","6","Avenue","SW","1004"
"S","2024-09-12","2025-01-21","235000","228000",513.00,1.00,1.00,"Apartment","151","Legacy Main","Street","SE","7312"
"S","2024-09-13","2024-12-11","289900","285000",694.00,2.00,1.00,"Apartment","16320","24","Street","SW","3222"
"S","2024-09-10","2024-11-28","280000","280000",687.00,1.00,1.00,"Apartment","210","15","Avenue","SE","1504"
"S","2024-09-13","2024-12-19","339900","332400",855.00,2.00,1.00,"Apartment","527","15","Avenue","SW","223"
"S","2024-09-10","2024-11-21","329900","321000",919.00,2.00,2.00,"Apartment","2000","Somervale","Court","SW","418"
"S","2024-09-11","2024-12-10","375000","355000",842.00,2.00,1.00,"Apartment","527","15","Avenue","SW","217"
